Exported data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,Player Name,Position,HidPos,Team,Price,Value,Status,Picked %,PickedTop 100 %,PickedTop 1000 %,Tot Pts,Tot Pts Percentile,PPG,PPG Percentile,PPM,PPM Percentile,T6,G6,PPG6,Min,Goals,Goals Percentile,Assists,Assists Percentile,Clean Sheets,CS Percentile,Goals Conceded,GC Percentile,Own Goals,OG Percentile,Penalty Saved,PS Percentile,Penalty Made,PM Percentile,Yellow,Yellow Percentile,Red,Red Percentile,Saves,Saves Percentile,Bonus Points,BP Percentile,BPS,BPS Percentile,Inf,Inf Percentile,Creat,Creat Percentile,Threat,Threat Percentile,ICT,ICT Percentile,Wk 27,Wk 26,Wk 25,Wk 24,Wk 23,Wk 22,Wk 21,Wk 20,Wk 19,Wk 18,Wk 17,Wk 16,Wk 15,Wk 14,Wk 13,Wk 12,Wk 11,Wk 10,Wk 9,Wk 8,Wk 7,Wk 6,Wk 5,Wk 4,Wk 3,Wk 2,Wk 1
101184,Chambers,DEF,2,Liverpool,4,4.2,a,0.2,0,0,13,28%,0.9,20%,3.10,29%,3,2,1.50,345,0,0%,0,0%,0,0%,4,24%,0,0%,0,0%,0,0%,2,43%,0,0%,0,0%,0,0%,67,28%,74.4,29%,29.8,33%,8,24%,11.1,27%,1,1,,,1,,,,,0,,,,,1,,,,,,,,,2,,1,
427623,Richards,DEF,2,Crystal Palace,3.9,4.4,a,0.1,0,0,13,28%,1.4,28%,2.95,28%,2,1,2.00,443,0,0%,0,0%,1,29%,11,36%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,83,29%,92.4,31%,15.3,29%,26,32%,13.2,29%,,,,1,,1,6,2,,,0,,,,,,,,,,,,,0,1,1,
81012,Fredericks,DEF,2,Bournemouth,4.3,4.4,i,0,0,0.1,12,27%,1,20%,2.73,27%,3,0,0.00,527,0,0%,0,0%,0,0%,11,36%,0,0%,0,0%,0,0%,1,35%,0,0%,0,0%,0,0%,63,27%,66,27%,26.7,32%,12,27%,10.6,27%,1,0,1,,1,,,,,,,,1,1,1,2,1,1,,,,1,1,,,,
58822,Cédric,DEF,2,Arsenal,3.8,4.2,a,0.1,0,0.3,10,27%,1.2,26%,2.38,27%,2,2,1.00,223,0,0%,0,0%,0,0%,3,23%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,56,27%,56.4,26%,51.4,41%,10,26%,11.9,28%,,1,,,1,,,,,,,1,,1,,,,,,,,,,,,,
49413,Tomkins,DEF,2,Crystal Palace,4,3.9,i,0.8,1,0.9,8,26%,1.3,27%,2.05,26%,9,0,0.00,335,1,67%,0,0%,0,0%,10,33%,0,0%,0,0%,0,0%,1,35%,1,95%,0,0%,1,40%,50,25%,90,30%,1.1,22%,54,43%,14.6,30%,,,,,9,,,1,,,-3,,,,,,,,1,,,,,,,,
120721,Mbabu,DEF,2,Fulham,4,4.3,u,0.1,0,0.2,7,25%,1.2,26%,1.63,26%,0,0,0.00,141,0,0%,1,63%,0,0%,7,28%,0,0%,0,0%,0,0%,1,35%,0,0%,0,0%,0,0%,39,25%,39.8,24%,37.7,36%,0,0%,7.8,26%,,,,,,,,,,,,,1,,,,,,0,,,1,,1,3,1,
477580,Zabarnyi,DEF,2,Bournemouth,4.4,4.5,a,0,0,0,7,25%,1.4,28%,1.56,25%,0,4,0.00,297,0,0%,0,0%,0,0%,5,25%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,54,26%,41.2,25%,0.9,21%,0,0%,4.1,23%,,,,,,,,,,,,,,,,,,,,,,,,,,,
469142,Van Hecke,DEF,2,B & H Albion,4.1,4,a,0.3,0,0.1,6,25%,0.8,19%,1.50,25%,1,4,0.25,291,0,0%,0,0%,0,0%,7,28%,0,0%,0,0%,0,0%,2,43%,0,0%,0,0%,0,0%,54,26%,62.8,27%,5.5,25%,10,26%,7.9,26%,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,
228044,Bech,DEF,2,Brentford,4,4.5,u,0,0,0,4,22%,1,20%,0.89,22%,0,0,0.00,18,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,12,20%,2.6,20%,0.2,20%,0,0%,0.2,19%,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,1
232859,Spence,DEF,2,Tottenham,4,4.1,u,0.2,0,0.5,4,22%,1,20%,0.98,23%,0,0,0.00,5,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,10,20%,0.2,19%,1.3,23%,20,29%,2.2,22%,,,,,,,,,,1,,,,,,1,1,,,,,,,1,,,
165659,Diego Carlos,DEF,2,Aston Villa,4.4,4.7,a,0.2,0,0,4,22%,1.3,27%,0.85,22%,0,1,0.00,205,0,0%,0,0%,0,0%,3,23%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,20,23%,24.8,23%,13.2,27%,32,36%,7,25%,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
199584,Tanganga,DEF,2,Tottenham,4,3.8,a,2.5,2,3.4,4,22%,1,20%,1.05,24%,1,1,1.00,145,0,0%,0,0%,0,0%,5,25%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,32,24%,27.6,23%,6.2,26%,0,0%,3.3,22%,,,,,1,,,,,,1,,,,,,,,,,,,,,,,
109528,Manquillo,DEF,2,Newcastle United,4,4.2,i,0.1,0,0,4,22%,1,20%,0.95,23%,0,1,0.00,34,0,0%,0,0%,0,0%,1,21%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,19,22%,12,22%,5.5,25%,2,23%,2,21%,,,,,,,,,,,,,1,,,,,,,,,,,,,,
197464,Phillips,DEF,2,Liverpool,4,3.8,a,0.6,1,0.4,3,20%,1.5,30%,0.79,21%,0,0,0.00,65,0,0%,0,0%,0,0%,1,21%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,17,22%,15.4,22%,1.4,23%,18,28%,3.4,23%,,,,,,,,,,,,1,,,,,,,,,,,,,,2,
101148,Lascelles,DEF,2,Newcastle United,4,4.3,i,0.1,0,0,3,20%,0.7,19%,0.70,20%,0,0,0.00,214,0,0%,0,0%,0,0%,5,25%,0,0%,0,0%,0,0%,4,67%,0,0%,0,0%,0,0%,22,23%,42.6,25%,0.9,21%,13,27%,5.4,24%,,0,,,,,,,-1,,,-1,,1,,,1,,1,,,,0,,,,
437753,Biancone,DEF,2,Nottingham Forest,4,4.2,i,0,0,0,2,19%,1,20%,0.48,20%,0,0,0.00,15,0,0%,0,0%,0,0%,1,21%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,9,19%,6.8,21%,0,0%,0,0%,0.7,20%,,,,,,,,,,,,,,,,1,,,,,,,1,,,,
441191,Livramento,DEF,2,Newcastle United,4.1,4.4,a,0,0,0,2,19%,1,20%,0.45,19%,0,2,0.00,26,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,13,21%,5.8,20%,0,0%,0,0%,0.6,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,
111773,Krafth,DEF,2,Newcastle United,4.4,4.3,i,0,0,0,1,19%,1,20%,0.23,19%,0,0,0.00,1,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,3,19%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,1,,
123354,Hause,DEF,2,Aston Villa,4,4.4,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
213687,Goode,DEF,2,Brentford,4,3.9,u,0.4,1,0.9,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
109434,Kongolo,DEF,2,Fulham,4,3.9,u,0.2,0,0.7,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
106618,Dummett,DEF,2,Newcastle United,4,3.9,a,0.3,1,0.5,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
242885,Mbe Soh,DEF,2,Nottingham Forest,4,4.2,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
537043,Kesler Hayden,DEF,2,Aston Villa,4,4,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
437626,Tavares,DEF,2,Liverpool,4,4.5,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
152590,Alex Telles,DEF,2,Man United,4.5,5,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
232937,B.Williams,DEF,2,Man United,4,3.7,a,2.8,4,2.2,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
197365,Bailly,DEF,2,Man United,4,4,u,0.3,2,2,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
199249,Reguilón,DEF,2,Brentford,4.4,4.2,u,0.3,1,1.4,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
214225,Rodon,DEF,2,Tottenham,4,4,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
209035,Panzo,DEF,2,Nottingham Forest,4,4,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
199598,Ampadu,DEF,2,Chelsea,4,4.4,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
444765,Van den Berg,DEF,2,Liverpool,4,4,u,0.1,0,0.1,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
204727,Sarr,DEF,2,Chelsea,4.3,5,u,0,0,0.1,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
204822,O. Richards,DEF,2,Nottingham Forest,4.4,4.4,i,0,0,0.1,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
501837,Mosquera,DEF,2,Wolverhampton,4,3.9,u,0.8,0,1.1,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
221403,Laryea,DEF,2,Nottingham Forest,4.5,4.5,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
480455,Branthwaite,DEF,2,Everton,4.3,4,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
463981,Hill,DEF,2,Bournemouth,4,4.4,u,0,1,0.1,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
173399,Dräger,DEF,2,Nottingham Forest,4,4,u,0.1,0,0.2,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
461188,Humphreys,DEF,2,Chelsea,4,4.5,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
515500,Bennett,DEF,2,Man United,4,4,a,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
474772,Greenwood,DEF,2,Bournemouth,4,4,a,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
496683,Kinsey-Wellings,DEF,2,Bournemouth,4,4,a,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
518438,Casey,DEF,2,West Ham,4,4,a,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
441024,Ashby,DEF,2,Newcastle United,4,3.8,a,0.6,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
535262,Walters,DEF,2,Arsenal,4,4,a,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
536238,Samuels-Smith,DEF,2,Chelsea,4,4,i,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
501468,Adaramola,DEF,2,Crystal Palace,4,4,a,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
514280,Gilchrist,DEF,2,Chelsea,4,4,a,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
154561,Raya,GK,1,Arsenal,5,4.8,a,14.4,2,3.9,166,100%,4.4,92%,34.58,100%,27,6,4.50,3420,0,0%,0,0%,12,94%,46,92%,1,96%,0,0%,0,0%,1,68%,0,0%,154,100%,20,100%,822,98%,1125.4,100%,20.1,96%,4,100%,115.2,100%,9,2,,3,6,7,10,5,3,9,3,3,2,3,2,10,10,0,6,2,,2,3,6,3,7,2
116535,A.Becker,GK,1,Liverpool,5.8,5.5,a,16.8,0,0.8,162,98%,4.4,92%,29.45,92%,36,6,6.00,3330,0,0%,1,94%,14,96%,43,89%,0,0%,1,81%,0,0%,1,68%,0,0%,107,91%,15,91%,824,100%,966.4,94%,10.1,89%,0,0%,97.6,94%,2,7,12,7,6,2,9,2,2,2,3,3,3,2,4,15,14,2,2,,,8,2,6,1,2,1
98747,Pope,GK,1,Newcastle United,5.3,5.4,i,18,2,1.2,157,96%,4.2,89%,29.07,91%,6,6,1.00,3261,0,0%,0,0%,14,96%,32,75%,0,0%,2,96%,0,0%,3,91%,1,100%,87,81%,14,89%,678,91%,709.6,83%,20,94%,0,0%,72.9,85%,3,1,,-3,3,2,6,5,10,6,6,5,3,6,2,6,6,2,2,2,,12,2,3,3,10,6
149065,José Sá,GK,1,Wolverhampton,5,5,a,5.1,0,0.2,148,94%,4.1,85%,29.60,94%,29,4,7.25,3240,0,0%,0,0%,11,89%,55,98%,0,0%,2,96%,0,0%,2,85%,0,0%,108,92%,18,98%,683,94%,845.6,92%,0,0%,0,0%,84.7,92%,3,11,5,2,2,6,2,10,2,4,3,1,2,2,0,1,14,2,2,2,,6,6,3,3,15,2
225321,Ramsdale,GK,1,Arsenal,4.5,4.8,a,11.4,34,30.3,143,92%,3.8,77%,29.79,96%,28,6,4.67,3420,0,0%,0,0%,14,96%,43,89%,0,0%,0,0%,0,0%,1,68%,0,0%,94,85%,9,75%,664,87%,761.4,89%,0,0%,0,0%,76.2,89%,6,1,13,2,3,3,1,11,6,2,3,6,6,6,2,,10,1,2,6,,2,2,2,6,1,6
80201,Leno,GK,1,Fulham,4.8,4.6,a,3.5,0,1.5,142,91%,3.9,81%,30.87,98%,29,7,4.14,3240,0,0%,0,0%,8,81%,51,96%,0,0%,1,81%,0,0%,3,91%,0,0%,144,98%,17,96%,766,96%,1115.8,98%,10,87%,0,0%,112.7,98%,2,2,2,11,6,6,2,3,14,2,6,5,2,10,2,11,2,2,2,1,,3,2,3,2,,
98980,Martínez,GK,1,Aston Villa,5.3,5,a,6.6,0,0.9,135,89%,3.8,77%,27.00,87%,18,6,3.00,3139,0,0%,0,0%,11,89%,38,85%,1,96%,1,81%,0,0%,7,100%,0,0%,98,87%,15,91%,678,91%,813,91%,23,98%,0,0%,83.5,91%,3,7,9,-3,2,0,10,1,2,,,1,2,1,7,2,1,2,6,6,,3,3,2,10,3,1
37096,Fabianski,GK,1,West Ham,4.2,4.9,a,1.2,0,0,127,87%,3.5,68%,25.92,83%,13,7,1.86,3111,0,0%,0,0%,9,85%,48,94%,0,0%,1,81%,0,0%,1,68%,0,0%,109,94%,10,79%,622,85%,755.6,87%,0,0%,0,0%,75.4,87%,,,6,2,3,2,6,3,2,2,1,9,2,1,8,4,6,2,7,2,,1,4,8,1,3,1
111234,Pickford,GK,1,Everton,4.6,4.4,a,6.2,0,0.2,124,85%,3.4,64%,28.18,89%,23,6,3.83,3330,0,0%,1,94%,8,81%,57,100%,0,0%,1,81%,0,0%,6,98%,0,0%,124,96%,10,79%,666,89%,991.2,96%,23,98%,0,0%,101.3,96%,8,1,2,6,1,5,1,2,1,2,1,2,3,11,6,3,2,1,2,,,9,3,2,7,1,3
121160,Ederson M.,GK,1,Man City,5.5,5.4,a,15,13,9.1,121,83%,3.5,68%,22.41,79%,21,5,4.20,3150,0,0%,1,94%,11,89%,32,75%,0,0%,0,0%,0,0%,3,91%,0,0%,46,74%,8,72%,581,83%,479,77%,13.1,92%,0,0%,49.2,77%,6,7,2,2,3,1,6,2,8,2,2,2,2,9,5,,2,6,2,6,,2,6,1,1,6,7
109745,Arrizabalaga,GK,1,Chelsea,5,4.5,a,6.4,1,0.3,118,81%,4.1,85%,26.22,85%,24,6,4.00,2565,0,0%,0,0%,9,85%,33,81%,0,0%,0,0%,0,0%,1,68%,0,0%,91,83%,15,91%,575,81%,706.2,81%,0.1,83%,0,0%,70.6,81%,3,6,1,2,2,10,9,10,3,3,9,,,0,3,8,10,6,2,,,,,,,,
40836,Guaita,GK,1,Crystal Palace,4.4,4.4,a,1.4,0,0.1,99,79%,3.7,75%,22.50,81%,23,0,0.00,2430,0,0%,0,0%,6,72%,34,83%,0,0%,0,0%,0,0%,1,68%,0,0%,85,79%,10,79%,484,77%,668.4,79%,0,0%,0,0%,66.8,79%,3,2,9,3,4,2,10,6,0,7,3,2,2,9,2,3,11,3,1,,,7,2,0,3,2,1
69752,Neto,GK,1,Bournemouth,4.6,4.5,a,0.6,0,0,93,77%,3.4,64%,20.67,77%,29,5,5.80,2385,0,0%,0,0%,6,72%,39,87%,0,0%,0,0%,0,0%,4,96%,0,0%,100,89%,9,75%,510,79%,727.6,85%,0,0%,0,0%,72.8,83%,10,2,0,10,4,3,3,0,,,,,,,1,2,1,3,8,4,,0,6,,,,
172649,Henderson,GK,1,Crystal Palace,4.4,4.6,i,5.2,0,0.4,82,74%,4.6,96%,17.83,74%,0,0,0.00,1620,0,0%,0,0%,6,72%,31,74%,0,0%,2,96%,0,0%,2,85%,0,0%,54,77%,12,87%,367,74%,474.4,75%,0,0%,0,0%,47.5,75%,,,,,,,,6,7,2,,6,0,1,11,11,2,2,1,2,,1,0,9,4,14,3
215059,Sánchez,GK,1,Chelsea,4.5,4.4,a,7.6,18,17,82,74%,3.6,74%,18.64,75%,12,0,0.00,2070,0,0%,0,0%,6,72%,30,72%,0,0%,1,81%,0,0%,2,85%,0,0%,48,75%,10,79%,380,75%,439,74%,0.1,83%,0,0%,43.9,74%,,,,2,2,8,1,7,3,1,9,1,2,5,1,6,1,2,2,,,1,1,8,8,6,4
49262,Steele,GK,1,B & H Albion,4.2,4,a,6,0,0,65,72%,4.3,91%,16.25,72%,17,9,1.89,1350,0,0%,1,94%,6,72%,23,68%,1,96%,1,81%,0,0%,1,68%,0,0%,37,72%,8,72%,332,72%,347.6,72%,13,91%,0,0%,36.1,72%,11,6,,,,,,,,,,,,,,,,,,,,,,,,,
40383,Forster,GK,1,Tottenham,3.8,3.9,a,4.4,0,0.2,40,70%,2.9,60%,10.26,70%,24,6,4.00,1215,0,0%,0,0%,3,68%,24,70%,0,0%,1,81%,0,0%,1,68%,0,0%,32,68%,1,60%,222,70%,256.8,70%,0,0%,0,0%,25.8,70%,9,3,6,6,0,,,,,,2,,,,,,,,,,,,,,,,
101982,Johnstone,GK,1,Crystal Palace,4.4,4.4,a,1.1,2,0.2,36,68%,4,83%,8.18,68%,0,6,0.00,810,0,0%,0,0%,3,68%,10,66%,0,0%,0,0%,0,0%,1,68%,0,0%,26,66%,5,68%,159,66%,155,66%,0,0%,0,0%,15.6,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,
229600,Travers,GK,1,Bournemouth,4,4.1,a,0.4,2,1.1,28,66%,2.3,57%,6.83,66%,0,1,0.00,1035,0,0%,0,0%,2,64%,32,75%,0,0%,0,0%,0,0%,0,0%,0,0%,36,70%,1,60%,193,68%,253,68%,0,0%,0,0%,25.4,68%,,,,,,,,,2,2,2,8,0,2,1,,,,,,,,,-1,2,1,6
88248,Ortega Moreno,GK,1,Man City,3.7,3.7,a,1.5,0,0.3,23,64%,7.7,100%,6.22,64%,0,3,0.00,270,0,0%,0,0%,2,64%,1,49%,0,0%,0,0%,0,0%,0,0%,0,0%,14,64%,5,68%,90,64%,116.8,64%,0,0%,0,0%,11.7,64%,,,,,,,,,,,,,,,,,,,,,,,,,,,
67089,Dubravka,GK,1,Newcastle United,4.2,4.1,a,0.4,0,0,11,62%,5.5,98%,2.68,62%,8,1,8.00,156,0,0%,0,0%,1,58%,1,49%,0,0%,0,0%,0,0%,0,0%,0,0%,10,57%,1,60%,49,60%,29.4,53%,0,0%,0,0%,2.9,53%,,,,8,,,,,,,,,,,,,,,,,,,,,,,
111782,Olsen,GK,1,Aston Villa,3.9,3.9,a,1.4,3,2.9,10,60%,2.5,58%,2.56,60%,0,0,0.00,280,0,0%,0,0%,1,58%,8,64%,0,0%,0,0%,0,0%,0,0%,0,0%,11,60%,1,60%,62,62%,83.2,62%,0,0%,0,0%,8.2,62%,,,,,,,,,,7,3,,,-1,,,,,,,,,,,,,
20066,Hennessey,GK,1,Nottingham Forest,3.9,3.9,a,1.4,0,0,8,58%,2,53%,2.05,58%,0,2,0.00,271,0,0%,0,0%,0,0%,5,58%,0,0%,0,0%,0,0%,0,0%,0,0%,10,57%,0,0%,46,58%,62.2,57%,0,0%,0,0%,6.3,57%,,,,,,,2,,,,2,,,,,,,,,,,,,,,,
155529,Rodák,GK,1,Fulham,3.9,4.3,a,0.2,0,0,7,55%,3.5,68%,1.63,55%,0,0,0.00,180,0,0%,0,0%,1,58%,2,53%,0,0%,0,0%,0,0%,0,0%,0,0%,2,49%,0,0%,33,53%,19,51%,0,0%,0,0%,1.9,51%,,,,,,,,,,,,,,,,,,,,,,,,,,6,1
