Exported data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,Player Name,Position,HidPos,Team,Price,Value,Status,Picked %,PickedTop 100 %,PickedTop 1000 %,Tot Pts,Tot Pts Percentile,PPG,PPG Percentile,PPM,PPM Percentile,T6,G6,PPG6,Min,Goals,Goals Percentile,Assists,Assists Percentile,Clean Sheets,CS Percentile,Goals Conceded,GC Percentile,Own Goals,OG Percentile,Penalty Saved,PS Percentile,Penalty Made,PM Percentile,Yellow,Yellow Percentile,Red,Red Percentile,Saves,Saves Percentile,Bonus Points,BP Percentile,BPS,BPS Percentile,Inf,Inf Percentile,Creat,Creat Percentile,Threat,Threat Percentile,ICT,ICT Percentile,Wk 27,Wk 26,Wk 25,Wk 24,Wk 23,Wk 22,Wk 21,Wk 20,Wk 19,Wk 18,Wk 17,Wk 16,Wk 15,Wk 14,Wk 13,Wk 12,Wk 11,Wk 10,Wk 9,Wk 8,Wk 7,Wk 6,Wk 5,Wk 4,Wk 3,Wk 2,Wk 1
108413,Hughes,MID,3,Crystal Palace,4.9,4.8,a,0,0,0.1,41,50%,1.5,37%,8.54,51%,3,5,0.60,822,1,48%,1,44%,1,35%,11,42%,0,0%,0,0%,0,0%,4,72%,0,0%,0,0%,3,61%,152,48%,153.2,48%,102.1,43%,57,40%,31,43%,,1,,,0,2,0,1,1,1,1,1,,1,,,,1,1,,,,,1,1,1,1
438098,Fábio Vieira,MID,3,Arsenal,5.4,5.6,a,0.1,0,0,40,49%,1.8,44%,7.14,47%,11,2,5.50,500,1,48%,2,57%,2,44%,5,33%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,2,53%,134,47%,115.2,44%,180.1,54%,123,51%,41.4,47%,1,2,1,4,2,1,,1,,,1,6,,1,1,,1,1,1,10,,1,,,,,
493105,Garnacho,MID,3,Man United,5,4.1,a,1.5,0,0,39,49%,2.1,56%,9.51,53%,11,4,2.75,557,3,65%,2,57%,0,0%,13,47%,0,0%,0,0%,0,0%,3,65%,0,0%,0,0%,0,0%,81,39%,153.8,48%,58.5,35%,266,66%,47.9,51%,1,1,,1,6,2,1,5,4,1,0,5,2,,,,,,,,,,,,,,1
428580,Onyeka,MID,3,Brentford,4.9,4.8,a,0,1,0.1,38,48%,1.8,44%,7.92,49%,2,6,0.33,837,0,0%,3,69%,3,49%,11,42%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,111,44%,125.8,45%,89.9,41%,106,48%,32.3,43%,2,,,,,,,,,,,2,1,1,1,1,6,1,1,1,,1,1,,,1,
247632,Neto,MID,3,Wolverhampton,5.8,4.9,a,1.6,49,41,37,48%,2.1,56%,7.55,48%,2,4,0.50,962,0,0%,2,57%,5,63%,15,51%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,0,0%,124,45%,96.8,41%,309.5,67%,203,57%,60.9,55%,1,1,,,,,,,,,,,,,,,,,1,2,,3,3,2,2,3,2
151589,Dendoncker,MID,3,Aston Villa,4.9,4.7,a,0.1,0,0.1,37,48%,1.5,37%,7.87,49%,2,3,0.67,897,0,0%,0,0%,4,56%,14,48%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,163,50%,143.4,47%,96.1,41%,64,42%,30.6,41%,,,,1,,1,1,,1,,1,1,2,2,3,1,1,1,,1,,,,1,1,3,2
195851,McTominay,MID,3,Man United,4.6,4.9,a,0.2,0,0.4,36,47%,1.5,37%,7.35,48%,2,3,0.67,1149,1,48%,0,0%,4,56%,20,58%,0,0%,0,0%,0,0%,8,94%,0,0%,0,0%,2,53%,146,48%,242.2,55%,122.8,46%,156,53%,51.7,53%,1,0,,1,,,2,2,,,,1,,1,1,1,,0,1,,,1,3,2,2,0,1
151086,Lemina,MID,3,Wolverhampton,5,4.5,a,0,0,0.1,35,47%,1.8,44%,7.78,48%,8,6,1.33,1297,0,0%,1,44%,5,63%,28,70%,0,0%,0,0%,0,0%,2,51%,1,96%,0,0%,0,0%,196,56%,200.4,52%,65,37%,36,34%,30.1,41%,2,1,4,,-2,3,1,1,,,,,,,,,,,,,,,,,,,
124183,Ziyech,MID,3,Chelsea,5.4,5.5,a,0.4,0,0.5,33,45%,1.8,44%,6.00,44%,3,4,0.75,649,0,0%,3,69%,2,44%,7,36%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,0,0%,129,46%,155.4,49%,230.9,60%,113,49%,49,52%,,,1,,1,1,3,6,3,1,,1,,1,,,,1,,,,,2,,1,,
440089,Damsgaard,MID,3,Brentford,4.8,5,a,0.1,0,0,33,45%,1.3,32%,6.60,46%,7,6,1.17,970,0,0%,0,0%,3,49%,14,48%,0,0%,0,0%,0,0%,4,72%,0,0%,0,0%,0,0%,131,47%,137.4,47%,161,52%,146,52%,44.5,48%,3,2,,1,,1,,1,,,,,1,0,1,,,1,3,1,,0,1,1,,,
156685,Rothwell,MID,3,Bournemouth,4.8,4.9,d,0,0,0,33,45%,1.6,40%,6.73,46%,11,4,2.75,1010,0,0%,1,44%,3,49%,15,51%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,0,0%,167,51%,127.4,45%,153.3,51%,27,32%,30.6,41%,3,5,1,1,,1,3,1,1,1,,,1,,,1,,,,,,,,,,,
84583,Coutinho,MID,3,Aston Villa,5.8,6.6,i,2.9,1,1,32,45%,1.6,40%,4.85,39%,10,0,0.00,777,1,48%,0,0%,3,49%,9,39%,0,0%,0,0%,0,0%,3,65%,0,0%,0,0%,1,50%,98,42%,119.2,44%,152.5,50%,218,60%,48.8,52%,,,,8,1,1,1,1,0,1,1,,,1,1,,1,2,3,2,,1,1,3,1,0,2
215379,Anderson,MID,3,Newcastle United,4.2,4.3,a,0.1,0,0.1,30,44%,1.4,34%,6.98,47%,3,7,0.43,395,0,0%,1,44%,1,35%,7,36%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,2,53%,93,41%,70.2,37%,114.7,45%,180,55%,36.5,44%,,,,1,1,1,,,,,1,,1,,,1,,1,1,,,1,1,1,,,
61558,Thiago,MID,3,Liverpool,4.7,5.1,i,0.6,0,0,30,44%,1.7,42%,5.88,43%,2,1,2.00,1252,0,0%,0,0%,2,44%,23,62%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,0,0%,194,56%,244.4,56%,265.8,63%,86,45%,59.8,55%,,,,,,2,3,2,1,2,2,2,2,2,,1,2,2,2,,,,,,,,1
432160,Baptiste,MID,3,Brentford,4.3,4.5,a,0.2,1,0.9,29,43%,1.3,32%,6.44,45%,1,6,0.17,600,0,0%,2,57%,1,35%,6,36%,0,0%,0,0%,0,0%,1,37%,1,96%,0,0%,0,0%,123,44%,107.8,43%,144.5,49%,54,39%,30.7,42%,,,,1,,,,,,,,,,,1,1,0,2,3,1,,4,2,1,1,1,1
181284,Guedes,MID,3,Wolverhampton,5.4,5.8,u,0.2,0,0,29,43%,2.2,58%,5.00,39%,0,0,0.00,703,1,48%,1,44%,2,44%,12,44%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,1,50%,85,40%,89.4,40%,139.6,48%,223,60%,45.1,49%,,,,,,,,,,,1,2,7,1,,1,,1,1,2,,0,3,7,2,1,
513418,Schade,MID,3,Brentford,5.2,4.9,a,0,0,0.1,29,43%,1.6,40%,5.92,44%,10,6,1.67,723,0,0%,1,44%,3,49%,7,36%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,0,0%,76,38%,72.2,37%,110.4,44%,205,58%,38.7,45%,4,4,,1,0,1,,1,,,,,,,,,,,,,,,,,,,
220585,Downes,MID,3,West Ham,5,4.2,a,0.3,2,0.8,27,41%,1.3,32%,6.43,44%,5,4,1.25,752,0,0%,0,0%,1,35%,14,48%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,0,0%,104,42%,55.8,35%,28.9,32%,51,38%,13.4,32%,,1,,2,1,1,1,,1,,,,1,2,3,2,,1,,,,,,,,,1
88484,Sarabia,MID,3,Wolverhampton,4.7,4.9,a,0.1,0,0,27,41%,2.1,56%,5.51,41%,17,1,17.00,764,1,48%,0,0%,3,49%,9,39%,0,0%,0,0%,0,0%,3,65%,0,0%,0,0%,3,61%,57,33%,92,41%,184.7,55%,157,53%,43,48%,,3,10,1,2,1,1,,,,,,,,,,,,,,,,,,,,
227127,Bissouma,MID,3,Tottenham,5,4.7,a,0.2,0,0,27,41%,1.2,30%,5.74,42%,1,3,0.33,998,0,0%,0,0%,1,35%,20,58%,0,0%,0,0%,0,0%,6,86%,0,0%,0,0%,0,0%,176,52%,111,44%,135,47%,23,30%,26.8,40%,,,,,,1,1,2,,1,1,1,2,1,2,2,1,2,1,1,,,1,1,1,1,0
248857,Madueke,MID,3,Chelsea,5.3,5.4,a,0.1,0,0.1,26,40%,2.2,58%,4.81,38%,6,7,0.86,639,1,48%,0,0%,0,0%,13,47%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,2,53%,105,43%,130.8,46%,131.9,47%,182,56%,44.6,49%,,1,,2,2,1,,,,,,,,,,,,,,,,,,,,,
536916,Buonanotte,MID,3,B & H Albion,4.7,4.5,a,0.1,0,0,26,40%,2,51%,5.78,43%,6,9,0.67,558,1,48%,1,44%,1,35%,12,44%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,2,53%,72,37%,87.8,39%,96.1,41%,102,47%,27.8,40%,,4,,1,,1,,,,,,,,,,,,,,,,,,,,,
232928,Garner,MID,3,Everton,4.9,4.5,a,0,0,0,25,40%,1.6,40%,5.56,42%,0,6,0.00,796,0,0%,1,44%,2,44%,13,47%,0,0%,0,0%,0,0%,3,65%,0,0%,0,0%,0,0%,109,44%,90.4,40%,114.6,45%,57,40%,26.5,39%,,,,,,,,,,,,,1,1,0,1,1,1,,,,,,,,,
465920,Mudryk,MID,3,Chelsea,6.3,6.4,a,0.8,0,0.1,25,40%,1.7,42%,3.91,35%,10,5,2.00,650,0,0%,2,57%,0,0%,10,40%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,0,0%,73,37%,100.8,42%,146.4,50%,140,51%,38.2,45%,5,,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,
449434,Elanga,MID,3,Nottingham Forest,5.1,4.6,a,0.4,0,0,23,39%,1.4,34%,5.00,39%,3,0,0.00,417,0,0%,1,44%,2,44%,2,27%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,53,32%,52.4,34%,78.8,40%,162,54%,28.7,40%,,1,,1,1,,,,1,1,1,1,1,3,1,1,,,,,,,1,3,4,1,1
437742,Sambi,MID,3,Luton,4.9,4.3,a,0.2,0,0.1,23,39%,1.5,37%,5.35,41%,13,1,13.00,728,0,0%,0,0%,2,44%,8,38%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,0,0%,129,46%,98.4,42%,57.2,34%,20,29%,17.6,35%,4,2,3,3,0,1,,,,,,,,,,,,,1,1,,2,2,,1,,1
535928,Bajcetic,MID,3,Liverpool,4.7,4.3,i,0,0,0,22,38%,2,51%,5.12,40%,12,0,0.00,522,1,48%,0,0%,3,49%,4,31%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,0,0%,85,40%,90.2,40%,61.7,36%,77,44%,22.8,38%,2,1,3,1,3,2,2,,,1,6,,,,,,,,,,,,,1,,,
243345,O'Brien,MID,3,Nottingham Forest,4.9,4.7,u,0,0,0,22,38%,1.7,42%,4.68,38%,0,0,0.00,578,1,48%,0,0%,1,35%,14,48%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,0,0%,88,40%,107.8,43%,56.4,33%,47,37%,21.1,37%,,,,,,,,1,,,1,1,1,1,,,,1,1,6,,,2,1,2,3,1
243568,Gilmour,MID,3,B & H Albion,4.9,4.2,a,0.4,0,0.1,21,37%,1.5,37%,5.00,39%,1,7,0.14,502,0,0%,1,44%,2,44%,8,38%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,0,0%,105,43%,67.6,36%,56.5,34%,33,34%,15.8,34%,,,,,,1,,,,1,1,,1,,1,,,1,,,,1,,,,,
448089,João Gomes,MID,3,Wolverhampton,4.9,4.5,a,0,0,0.1,21,37%,1.9,48%,4.67,37%,9,4,2.25,649,1,48%,0,0%,2,44%,18,54%,0,0%,0,0%,0,0%,5,78%,0,0%,0,0%,2,53%,84,39%,133,46%,72,39%,46,36%,24.9,39%,,,1,0,8,,,,,,,,,,,,,,,,,,,,,,
110504,Bertrand Traoré,MID,3,Aston Villa,5,4.9,a,0.1,0,0.3,20,36%,2.5,64%,4.08,36%,1,3,0.33,226,2,60%,0,0%,1,35%,1,21%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,1,50%,57,33%,82,38%,30.7,32%,79,45%,19,36%,1,,,,,,,,,,,,,,,,,,,,,,,,,,
240143,Diallo,MID,3,Newcastle United,4.5,4.1,a,0.4,0,0.8,19,36%,1.1,29%,4.63,37%,3,0,0.00,813,0,0%,0,0%,0,0%,19,57%,0,0%,0,0%,0,0%,4,72%,0,0%,0,0%,0,0%,95,41%,85.4,39%,66,38%,28,33%,17.7,36%,1,,0,1,,1,2,1,,,1,,,1,2,1,1,2,,1,,0,2,,,,1
244851,Palmer,MID,3,Chelsea,5.7,4.2,a,0.1,0,0.1,19,36%,1.4,34%,4.52,36%,0,3,0.00,358,0,0%,1,44%,1,35%,4,31%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,0,0%,76,38%,59.2,36%,72.4,39%,97,46%,23.1,38%,,,,,,,1,,,,0,,,,1,,,1,1,1,,,1,1,,,1
209289,Smith Rowe,MID,3,Arsenal,5.3,5.6,a,0.4,0,0,18,35%,1.5,37%,3.21,33%,5,3,1.67,161,0,0%,2,57%,0,0%,5,33%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,60,35%,36.6,32%,64.3,37%,39,35%,13.8,33%,,4,1,,,,,1,,,,,,,,,,,,,,1,1,,1,1,
478912,Chukwuemeka,MID,3,Chelsea,4.2,4.2,a,0.3,0,0.1,18,35%,1.3,32%,4.29,36%,2,3,0.67,342,0,0%,0,0%,1,35%,7,36%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,71,36%,57.6,36%,69.7,38%,72,44%,19.9,36%,1,1,,,,,1,3,3,1,,,,,1,1,,1,,,,,,,,,
441192,Sarmiento,MID,3,B & H Albion,4.5,4.5,i,0,0,0,16,34%,1.8,44%,3.56,35%,6,0,0.00,168,0,0%,2,57%,1,35%,2,27%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,0,0%,40,32%,46.6,33%,38.2,32%,50,38%,12.9,32%,1,1,,,,4,,1,6,0,1,,,1,1,,,,,,,,,,,,
50232,Shelvey,MID,3,Nottingham Forest,4.8,4.8,a,0,0,0.1,16,34%,1.5,37%,3.33,33%,10,0,0.00,573,0,0%,0,0%,1,35%,11,42%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,0,0%,67,36%,55.6,35%,102.1,43%,11,28%,16.3,34%,2,2,3,2,1,,,,,,,,1,1,1,,,,,,,,,,,,
220307,Danjuma,MID,3,Everton,5.2,6.1,a,0,0,0,15,32%,1.7,42%,2.46,31%,1,5,0.20,162,1,48%,0,0%,0,0%,5,33%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,43,32%,53.2,34%,25.1,30%,71,43%,14.8,33%,,,,,1,,,,,,,,,,,,,,,,,,,,,,
212314,Lukic,MID,3,Fulham,4.3,4.5,a,0,0,0,15,32%,1.2,30%,3.33,33%,5,5,1.00,406,0,0%,0,0%,0,0%,10,40%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,0,0%,58,34%,34.2,32%,16,28%,18,29%,6.8,30%,2,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
205836,Ghoddos,MID,3,Brentford,4.5,4.8,a,0,0,0,15,32%,1,17%,3.13,32%,1,3,0.33,124,0,0%,0,0%,0,0%,5,33%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,53,32%,27.2,30%,62.8,36%,21,30%,11.1,31%,1,,,,,,,,1,1,1,,1,,,1,1,1,,,,,1,,1,,
482442,Sarr,MID,3,Tottenham,4.4,4.2,a,0.5,1,0.8,14,31%,1.3,32%,3.33,33%,3,2,1.50,211,0,0%,1,44%,0,0%,11,42%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,0,0%,60,35%,30.4,31%,16,28%,4,24%,5,28%,1,,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,
249231,Lewis-Potter,MID,3,Brentford,4.7,5.2,i,0,0,0,14,31%,1.4,34%,2.69,32%,1,0,0.00,313,0,0%,1,44%,0,0%,4,31%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,37,31%,42,33%,64,36%,114,50%,21.9,37%,,,,1,,,,1,1,,,,1,1,,,,,,,,1,2,4,1,,1
424044,H.Traorè,MID,3,Bournemouth,4.7,4.5,d,0,0,0,14,31%,2,51%,3.11,32%,10,0,0.00,425,0,0%,0,0%,2,44%,8,38%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,60,35%,84,38%,218.5,58%,36,34%,33.8,44%,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,
149519,Cornet,MID,3,West Ham,5.2,5.9,a,0.1,0,0.1,14,31%,1,17%,2.37,31%,1,4,0.25,232,0,0%,0,0%,0,0%,5,33%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,22,29%,27.2,30%,28.7,31%,62,41%,11.3,32%,1,,,,,,,,,,,,,,,,,,1,1,,1,,,1,1,
90105,Fraser,MID,3,Newcastle United,4.9,5.2,a,0.1,0,0,11,30%,1.4,34%,2.12,30%,0,0,0.00,308,0,0%,0,0%,1,35%,3,30%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,0,0%,39,31%,26.8,30%,74,40%,70,43%,17.2,35%,,,,,,,,,,,,,,,,1,1,,1,2,,2,2,1,,,1
436234,Bryan,MID,3,Tottenham,4.9,5,u,0,0,0,9,29%,2.2,58%,1.80,29%,0,0,0.00,146,0,0%,1,44%,1,35%,1,21%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,0,0%,22,29%,30.4,31%,27.5,31%,27,32%,8.5,30%,,,,,,,,1,5,2,,,,1,,,,,,,,,,,,,
156687,Pearson,MID,3,Bournemouth,4.5,4.4,u,0.1,1,0.7,9,29%,1.3,32%,2.05,30%,0,0,0.00,282,0,0%,0,0%,1,35%,10,40%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,0,0%,32,30%,21,29%,6.4,27%,9,27%,3.7,28%,,,,,,,1,1,,,,1,,,,,,,,,,,,1,1,2,2
180184,Van de Beek,MID,3,Man United,4.7,5.1,i,0.1,0,0,8,29%,1.1,29%,1.57,29%,0,0,0.00,162,0,0%,0,0%,0,0%,3,30%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,21,28%,11.2,28%,40.2,33%,54,39%,10.5,31%,,,,,,,,,1,1,1,,2,,,,,,,,,,,,1,1,1
466117,Ahamada,MID,3,Crystal Palace,4.3,4.5,a,0,0,0,7,28%,0.9,16%,1.56,28%,5,1,5.00,87,0,0%,0,0%,0,0%,2,27%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,0,0%,20,28%,7.4,27%,13.2,27%,14,28%,3,27%,2,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,
153256,Elneny,MID,3,Arsenal,4.5,4.1,i,0.6,2,0.7,6,28%,1.2,30%,1.46,28%,0,0,0.00,111,0,0%,0,0%,0,0%,2,27%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,27,30%,4.6,24%,5.4,26%,0,0%,1.1,24%,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,,,
173954,Riedewald,MID,3,Crystal Palace,4.3,4.2,a,0,0,0.1,6,28%,1,17%,1.43,28%,0,2,0.00,60,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,19,28%,9.8,27%,2.6,25%,4,24%,1.5,26%,,,,,,,,,,,1,,,1,,1,1,,,,,,,,,,
185253,Scarpa,MID,3,Nottingham Forest,4.5,4.6,d,0,0,0,5,26%,0.8,15%,1.09,26%,1,0,0.00,177,0,0%,0,0%,0,0%,1,21%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,0,0%,16,27%,15,29%,17.3,29%,25,31%,5.7,28%,,,,,1,,0,1,1,,,,,,,,,,,,,,,,,,
240299,Hodge,MID,3,Wolverhampton,4.4,4.3,a,0,0,0,5,26%,0.8,15%,1.16,27%,0,1,0.00,172,0,0%,0,0%,0,0%,5,33%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,0,0%,17,27%,14.4,28%,16.2,28%,26,32%,5.7,28%,,,,,,,,,1,,1,,,,,1,0,1,,,,,,,,,
461026,Campbell,MID,3,Luton,4.9,4.4,u,0.3,0,0.1,5,26%,1,17%,1.14,27%,0,0,0.00,68,0,0%,0,0%,0,0%,2,27%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,9,25%,5.6,25%,3,26%,16,28%,2.4,26%,,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,1
111317,Brooks,MID,3,Bournemouth,4.7,5.3,a,0,0,0,5,26%,0.8,15%,0.94,26%,0,4,0.00,170,0,0%,0,0%,0,0%,4,31%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,0,0%,7,24%,13.6,28%,16.4,29%,31,33%,6,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,
488404,Pellistri,MID,3,Man United,4.2,4.3,a,0,0,0,4,25%,1,17%,0.93,25%,2,1,2.00,60,0,0%,0,0%,0,0%,1,21%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,14,26%,3.2,23%,1.7,24%,2,22%,0.6,23%,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
450535,Ebiowei,MID,3,Crystal Palace,4.5,4.2,u,0.2,1,0.4,3,24%,1,17%,0.71,25%,0,0,0.00,31,0,0%,0,0%,0,0%,1,21%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,9,25%,3.4,24%,0.9,23%,4,24%,0.9,24%,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1
509416,Ayari,MID,3,B & H Albion,4.5,4.5,a,0,0,0,3,24%,1,17%,0.67,24%,0,2,0.00,65,0,0%,0,0%,0,0%,2,27%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,14,26%,5.4,25%,25.3,30%,3,23%,3.3,27%,,,,,,,,,,,,,,,,,,,,,,,,,,,
515024,Harris,MID,3,Fulham,4.5,4.3,a,0,0,0,3,24%,1,17%,0.70,24%,0,0,0.00,10,0,0%,0,0%,0,0%,1,21%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,7,24%,0.6,21%,1.6,24%,0,0%,0.2,21%,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,
122775,Sanson,MID,3,Aston Villa,4.5,4.3,u,0.2,0,0.3,2,22%,1,17%,0.47,24%,0,0,0.00,10,0,0%,0,0%,0,0%,1,21%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,6,23%,4.2,24%,0.5,21%,0,0%,0.4,22%,,,,,,,,1,,,,,1,,,,,,,,,,,,,,
108823,Dele,MID,3,Everton,4.8,5.3,u,0.1,0,0,2,22%,1,17%,0.38,22%,0,0,0.00,38,0,0%,0,0%,0,0%,1,21%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,5,23%,0.6,21%,2.2,24%,6,26%,0.9,24%,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
496208,Doak,MID,3,Liverpool,4.3,4.5,a,0,0,0,2,22%,1,17%,0.44,23%,0,0,0.00,23,0,0%,0,0%,0,0%,1,21%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,4,22%,5.6,25%,1.4,23%,4,24%,1.2,25%,,,,,,,,1,,,1,,,,,,,,,,,,,,,,
128309,Lowe,MID,3,Bournemouth,4.9,5.2,u,0,0,0,2,22%,1,17%,0.38,22%,0,0,0.00,11,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,6,23%,0.2,20%,0.3,19%,0,0%,0.1,19%,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
83283,Redmond,MID,3,Burnley,4.7,5.3,u,0,0,0,1,15%,1,17%,0.19,15%,0,0,0.00,1,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,3,17%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,1
244930,Mighten,MID,3,Nottingham Forest,4.4,4.9,u,0,0,0,1,15%,1,17%,0.20,16%,0,0,0.00,7,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,1,15%,0,0%,0.3,19%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,1
491970,Clark,MID,3,Liverpool,4.4,4.5,a,0,0,0,1,15%,1,17%,0.22,16%,0,0,0.00,7,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,1,15%,0,0%,0.3,19%,2,22%,0.2,21%,,,,,,,,,,,,,,,,,,,,,,,,1,,,
133845,Marcondes,MID,3,Bournemouth,4.3,4.7,u,0,0,0,1,15%,1,17%,0.21,16%,0,0,0.00,8,0,0%,0,0%,0,0%,1,21%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,3,17%,1.2,23%,0,0%,0,0%,0.1,19%,,,,,,,,,,,,,,,,,,,,,,,,1,,,
432931,Francois,MID,3,Fulham,4.4,4.4,u,0,0,0.1,1,15%,1,17%,0.23,21%,0,0,0.00,1,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,3,17%,1,22%,0.3,19%,0,0%,0.1,19%,,,,,,,,,,,,,,,,,,,,,,,,,,1,
499175,Nwaneri,MID,3,Arsenal,4.5,4.5,i,0,0,0,1,15%,1,17%,0.22,16%,0,0,0.00,1,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,3,17%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,1,,,,,,,
482769,Perrone,MID,3,Man City,4.4,4.4,i,0,0,0,1,15%,1,17%,0.23,21%,1,0,0.00,18,0,0%,0,0%,0,0%,1,21%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,4,22%,1,22%,2.6,25%,4,24%,0.8,23%,,,1,,,,,,,,,,,,,,,,,,,,,,,,
222017,Coventry,MID,3,West Ham,4.3,4.4,u,0.1,0,0,1,15%,1,17%,0.23,21%,0,0,0.00,1,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,3,17%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,1
516895,Mainoo,MID,3,Man United,4.4,4.5,a,0,0,0,1,15%,1,17%,0.22,16%,1,0,0.00,10,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,2,16%,5.8,26%,0.8,22%,6,26%,1.3,25%,,,,1,,,,,,,,,,,,,,,,,,,,,,,
